<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,60,20160425,110000,121.2700000,121.2800000,120.6500000,120.7700000,3143540
SBER,60,20160425,120000,120.7700000,120.8000000,119.6000000,120.0200000,11723840
SBER,60,20160425,130000,120.0700000,120.5000000,119.9400000,120.1300000,5334820
SBER,60,20160425,140000,120.1300000,120.6600000,120.1000000,120.1800000,3079700
SBER,60,20160425,150000,120.2000000,121.1700000,120.0000000,120.7900000,8515860
SBER,60,20160425,160000,120.8000000,121.1700000,120.5800000,121.0800000,4677650
SBER,60,20160425,170000,121.0800000,121.2000000,119.6200000,119.9900000,11099220
SBER,60,20160425,180000,119.9700000,120.3200000,119.7100000,120.0800000,8157770
SBER,60,20160426,100000,119.9700000,119.9700000,118.8800000,119.1500000,11025440
SBER,60,20160426,110000,119.1500000,119.2100000,118.2200000,118.3200000,10771780
SBER,60,20160426,120000,118.3000000,118.8200000,118.1000000,118.2400000,8421220
SBER,60,20160426,130000,118.2100000,118.4900000,118.0000000,118.2000000,6620620
SBER,60,20160426,140000,118.2100000,118.2100000,116.7500000,117.2400000,15334830
SBER,60,20160426,150000,117.2500000,117.5900000,116.8600000,117.2900000,6690880
SBER,60,20160426,160000,117.3300000,118.1500000,117.0900000,117.6900000,8435630
SBER,60,20160426,170000,117.7000000,119.6000000,117.6200000,119.3900000,13174410
SBER,60,20160426,180000,119.4000000,119.9000000,119.2900000,119.7000000,7086170
SBER,60,20160427,100000,120.2400000,121.7700000,120.1600000,121.3000000,17501570
SBER,60,20160427,110000,121.3000000,121.6000000,120.5000000,120.9400000,7455610
SBER,60,20160427,120000,120.9400000,121.5900000,120.8000000,121.3300000,6346340
SBER,60,20160427,130000,121.3000000,121.3900000,121.0000000,121.2800000,6260150
SBER,60,20160427,140000,121.3000000,122.2800000,120.7800000,122.1900000,11566320
SBER,60,20160427,150000,122.1900000,122.3700000,121.6700000,121.8700000,5613380
SBER,60,20160427,160000,121.8700000,122.1000000,121.6300000,121.9500000,4776100
SBER,60,20160427,170000,121.9900000,122.0000000,119.8500000,120.1500000,18877670
SBER,60,20160427,180000,120.1400000,120.8000000,119.5700000,120.8000000,12295290
SBER,60,20160428,100000,121.3200000,121.4000000,120.1300000,120.9800000,9859730
SBER,60,20160428,110000,120.9400000,121.6800000,120.0000000,121.4700000,10225040
SBER,60,20160428,120000,121.4700000,121.8700000,121.3000000,121.3500000,6773660
SBER,60,20160428,130000,121.3500000,121.8000000,121.2600000,121.3200000,3652840
SBER,60,20160428,140000,121.3400000,121.7000000,121.1700000,121.5400000,4151240
SBER,60,20160428,150000,121.5300000,124.1400000,121.5300000,123.9500000,20669540
SBER,60,20160428,160000,123.9400000,124.3300000,123.5600000,124.0700000,14263960
SBER,60,20160428,170000,124.0600000,124.3000000,123.6200000,123.7700000,7542710
SBER,60,20160428,180000,123.7700000,124.3900000,123.7200000,124.3900000,8964370
SBER,60,20160429,100000,124.4400000,125.7800000,123.5200000,125.2800000,22774070
SBER,60,20160429,110000,125.2900000,125.3400000,124.6000000,124.6900000,6772270
SBER,60,20160429,120000,124.6700000,125.2300000,123.7800000,125.0200000,8406770
SBER,60,20160429,130000,125.0700000,125.5000000,124.7100000,125.1000000,12003130
SBER,60,20160429,140000,125.0600000,125.3600000,123.2800000,123.9300000,13642190
SBER,60,20160429,150000,123.9300000,124.1200000,123.6600000,123.8000000,4235590
SBER,60,20160429,160000,123.8000000,124.2900000,122.7500000,122.7500000,12190710
SBER,60,20160429,170000,122.7500000,123.4300000,122.0000000,122.9500000,13649600
SBER,60,20160429,180000,122.8900000,124.0000000,122.7100000,123.5500000,9109620
SBER,60,20160504,100000,121.5000000,122.3900000,121.2000000,121.2600000,15310860
SBER,60,20160504,110000,121.2800000,121.3900000,120.1100000,120.1200000,12070980
SBER,60,20160504,120000,120.1200000,120.6500000,119.7300000,119.8200000,10463720
SBER,60,20160504,130000,119.7900000,120.4500000,119.6200000,119.9300000,4724540
SBER,60,20160504,140000,119.8900000,120.2700000,119.3100000,119.5100000,11159560
SBER,60,20160504,150000,119.5300000,120.7400000,119.3800000,120.6300000,7686210
SBER,60,20160504,160000,120.6600000,120.8900000,120.4000000,120.7000000,7086690
SBER,60,20160504,170000,120.7000000,121.0000000,119.8100000,120.1600000,8577950
SBER,60,20160504,180000,120.1500000,120.9600000,119.9500000,120.9600000,7777540
SBER,60,20160505,100000,121.2800000,121.9700000,120.8700000,121.3100000,12114730
SBER,60,20160505,110000,121.2800000,121.5200000,120.7300000,121.0500000,4399750
SBER,60,20160505,120000,121.0200000,121.4900000,121.0200000,121.1300000,2369190
SBER,60,20160505,130000,121.1700000,121.7800000,120.4000000,120.9000000,5359250
SBER,60,20160505,140000,120.9000000,121.6700000,120.8200000,121.5400000,3996260
SBER,60,20160505,150000,121.5400000,122.3000000,121.5100000,122.1800000,7064940
SBER,60,20160505,160000,122.1800000,122.2700000,120.9600000,121.1000000,8069210
SBER,60,20160505,170000,121.1000000,121.6100000,120.5300000,120.8000000,7440990
SBER,60,20160505,180000,120.8300000,121.5000000,120.7200000,120.9200000,5154280
SBER,60,20160506,100000,120.3100000,120.4000000,119.5500000,119.9100000,10578560
SBER,60,20160506,110000,119.9000000,120.0400000,119.3300000,119.4300000,10741400
SBER,60,20160506,120000,119.4100000,119.4300000,118.7100000,118.8500000,7836200
SBER,60,20160506,130000,118.8500000,119.0500000,118.5000000,118.6000000,5276600
SBER,60,20160506,140000,118.6500000,119.2500000,118.5100000,118.5800000,4006460
SBER,60,20160506,150000,118.5700000,118.9900000,118.4100000,118.7800000,5377190
SBER,60,20160506,160000,118.7300000,120.6300000,118.7000000,120.2900000,11617450
SBER,60,20160506,170000,120.3000000,120.8600000,119.8000000,120.0000000,8322740
SBER,60,20160506,180000,120.0000000,120.6400000,120.0000000,120.6400000,6490120
SBER,60,20160510,100000,119.8000000,121.3500000,119.6600000,119.9500000,15645130
SBER,60,20160510,110000,119.9900000,120.5400000,119.3200000,120.1500000,6882650
SBER,60,20160510,120000,120.1400000,120.7500000,119.6300000,120.1100000,5910650
SBER,60,20160510,130000,120.0700000,120.4800000,119.3500000,119.8500000,5124620
SBER,60,20160510,140000,119.8500000,120.0500000,118.5700000,118.7800000,10655720
SBER,60,20160510,150000,118.7900000,119.3600000,118.6600000,119.0800000,4391310
SBER,60,20160510,160000,119.0800000,119.6900000,118.8500000,119.3600000,4607310
SBER,60,20160510,170000,119.3600000,119.6000000,118.9600000,119.3000000,7620470
SBER,60,20160510,180000,119.2800000,119.5500000,119.1400000,119.5500000,5265020
SBER,60,20160511,100000,120.0600000,120.7500000,119.5700000,119.9600000,10069560
SBER,60,20160511,110000,119.9400000,121.4000000,119.9100000,121.3800000,9865260
SBER,60,20160511,120000,121.3800000,122.3500000,121.1100000,122.3200000,14078820
SBER,60,20160511,130000,122.3300000,122.9600000,122.3200000,122.5500000,8986420
SBER,60,20160511,140000,122.5400000,122.9500000,122.2600000,122.7000000,3448230
SBER,60,20160511,150000,122.7000000,122.8600000,122.5600000,122.7500000,4543520
SBER,60,20160511,160000,122.7400000,122.8000000,121.9500000,122.1400000,7028370
SBER,60,20160511,170000,122.1400000,123.4500000,121.6500000,123.0300000,16279030
SBER,60,20160511,180000,123.0300000,123.6200000,122.5800000,123.4500000,11015690
SBER,60,20160512,100000,123.4500000,123.9900000,122.6000000,123.8100000,17405610
SBER,60,20160512,110000,123.8300000,124.3800000,122.6800000,122.8000000,13478340
SBER,60,20160512,120000,122.8000000,123.1300000,122.2200000,122.9300000,8462690
SBER,60,20160512,130000,122.9400000,123.4200000,122.4300000,122.4400000,3760120
SBER,60,20160512,140000,122.4400000,122.8800000,122.0000000,122.5400000,5701670
SBER,60,20160512,150000,122.5100000,122.7500000,122.0500000,122.2200000,3920330
SBER,60,20160512,160000,122.2700000,122.9500000,122.1900000,122.4300000,8485760
SBER,60,20160512,170000,122.4300000,122.6600000,121.3000000,121.5100000,12084330
SBER,60,20160512,180000,121.5000000,121.6000000,121.0100000,121.2000000,8725820
SBER,60,20160513,100000,121.4000000,121.8000000,120.4000000,121.3000000,10902610
SBER,60,20160513,110000,121.3200000,121.9500000,120.5400000,120.5400000,7424440
SBER,60,20160513,120000,120.5300000,120.8800000,119.6900000,119.9900000,8472700
SBER,60,20160513,130000,120.0300000,120.8000000,119.8900000,120.6500000,5354810
SBER,60,20160513,140000,120.6800000,121.6400000,120.5000000,120.8800000,7010320
SBER,60,20160513,150000,120.8500000,121.1500000,120.5500000,121.0000000,2743780
SBER,60,20160513,160000,121.0200000,121.6200000,120.7100000,120.9800000,6226770
SBER,60,20160513,170000,120.9800000,121.4400000,120.6000000,120.8000000,6527990
SBER,60,20160513,180000,120.8400000,121.3200000,120.6300000,121.0700000,9015380
SBER,60,20160516,100000,122.1000000,123.0600000,121.6300000,122.8000000,11284930
SBER,60,20160516,110000,122.8500000,123.1200000,122.5700000,122.8000000,5159210
SBER,60,20160516,120000,122.8000000,123.3900000,122.5600000,123.2500000,5685850
SBER,60,20160516,130000,123.2700000,123.3100000,122.9700000,123.2100000,2264870
SBER,60,20160516,140000,123.2600000,123.4900000,122.9900000,123.3700000,3974500
SBER,60,20160516,150000,123.4000000,123.6200000,122.6000000,122.9000000,6526330
SBER,60,20160516,160000,122.9400000,123.5000000,122.8300000,123.0000000,6625260
SBER,60,20160516,170000,123.0200000,123.1100000,121.6600000,121.9100000,10536610
SBER,60,20160516,180000,121.9100000,122.6000000,121.8000000,122.6000000,6916500
SBER,60,20160517,100000,122.8800000,123.2700000,121.7600000,122.1200000,10058220
SBER,60,20160517,110000,122.0800000,122.4300000,121.9000000,122.0300000,9286270
SBER,60,20160517,120000,122.0500000,122.0500000,121.2300000,121.4500000,7775550
SBER,60,20160517,130000,121.4500000,121.6900000,120.8400000,121.0000000,7663610
SBER,60,20160517,140000,121.0000000,121.2700000,120.6000000,121.2100000,5951530
SBER,60,20160517,150000,121.2100000,122.2000000,120.9000000,121.1500000,7251660
SBER,60,20160517,160000,121.1300000,122.2900000,120.9200000,122.2000000,8068170
SBER,60,20160517,170000,122.2400000,122.4100000,121.7600000,122.3000000,8013130
SBER,60,20160517,180000,122.2900000,122.9000000,122.1000000,122.7100000,8420320
SBER,60,20160518,100000,122.4900000,122.6000000,121.8300000,121.9600000,6387840
SBER,60,20160518,110000,121.9900000,122.4000000,121.9600000,122.3400000,2928630
SBER,60,20160518,120000,122.3500000,123.0500000,122.2600000,122.4500000,6972090
SBER,60,20160518,130000,122.4600000,122.7500000,122.3400000,122.5600000,1955290
SBER,60,20160518,140000,122.5600000,122.8400000,122.1000000,122.3500000,3405520
SBER,60,20160518,150000,122.3500000,122.4400000,122.0000000,122.2400000,3158890
SBER,60,20160518,160000,122.2400000,123.4200000,122.1000000,123.4000000,7068200
SBER,60,20160518,170000,123.3900000,123.5400000,122.7700000,122.9400000,9367310
SBER,60,20160518,180000,122.9800000,123.5000000,122.4200000,123.1200000,8775040
SBER,60,20160519,100000,121.9900000,122.1700000,121.5000000,121.8200000,13770850
SBER,60,20160519,110000,121.8200000,121.9500000,121.0700000,121.3600000,7677630
SBER,60,20160519,120000,121.3700000,121.7900000,121.2000000,121.3900000,4459910
SBER,60,20160519,130000,121.3500000,121.7000000,121.2800000,121.3800000,3845460
SBER,60,20160519,140000,121.3700000,122.0000000,121.3400000,121.8400000,5393470
SBER,60,20160519,150000,121.8600000,122.0000000,121.2000000,121.4300000,5432120
SBER,60,20160519,160000,121.4200000,121.7500000,120.7000000,120.8000000,10072160
SBER,60,20160519,170000,120.7900000,121.7100000,120.3000000,121.2200000,14607350
SBER,60,20160519,180000,121.2400000,121.3600000,120.5000000,120.5000000,7004930
SBER,60,20160520,100000,121.7900000,122.2200000,121.4000000,121.5700000,11461810
SBER,60,20160520,110000,121.5500000,122.4700000,121.4600000,122.1000000,8383180
SBER,60,20160520,120000,122.0900000,122.1500000,121.2000000,121.3800000,9113360
SBER,60,20160520,130000,121.3800000,121.5500000,120.8000000,120.9700000,3930050
SBER,60,20160520,140000,121.0000000,121.2600000,120.8500000,121.1200000,2256490
SBER,60,20160520,150000,121.1000000,121.7300000,121.0200000,121.3600000,2609550
SBER,60,20160520,160000,121.3300000,121.9700000,121.2400000,121.5800000,5072850
SBER,60,20160520,170000,121.5800000,121.7800000,120.8300000,121.5500000,5736600
SBER,60,20160520,180000,121.5500000,121.9000000,121.3400000,121.9000000,5354790
SBER,60,20160523,100000,121.3000000,121.5200000,120.6500000,121.1500000,8125580
SBER,60,20160523,110000,121.1400000,121.4500000,120.7900000,120.9000000,4114690
SBER,60,20160523,120000,120.8900000,121.3700000,120.7200000,120.7800000,3595100
SBER,60,20160523,130000,120.7600000,120.7600000,120.2100000,120.6100000,7063930
SBER,60,20160523,140000,120.6400000,121.1300000,120.3600000,120.9400000,2983660
SBER,60,20160523,150000,120.9300000,121.0900000,120.4600000,120.5900000,3269200
SBER,60,20160523,160000,120.6200000,120.6900000,120.1200000,120.6400000,8186220
SBER,60,20160523,170000,120.6600000,121.7700000,120.6400000,121.5600000,10635680
SBER,60,20160523,180000,121.5900000,122.2000000,121.5100000,121.5100000,8410270
SBER,60,20160524,100000,121.4200000,122.1300000,121.3500000,121.8200000,6808660
SBER,60,20160524,110000,121.8000000,122.3000000,121.5800000,122.0100000,4978600
SBER,60,20160524,120000,122.0100000,122.2000000,121.7400000,121.8900000,2907410
SBER,60,20160524,130000,121.9000000,122.5000000,121.8000000,122.3100000,5441520
SBER,60,20160524,140000,122.3700000,122.9400000,122.2000000,122.8000000,6296390
SBER,60,20160524,150000,122.8100000,123.3500000,122.8100000,123.0900000,7542140
SBER,60,20160524,160000,123.1400000,123.2500000,122.8000000,123.0600000,5708790
SBER,60,20160524,170000,123.1300000,123.7500000,123.0000000,123.6500000,9083420
SBER,60,20160524,180000,123.6700000,124.0700000,123.5000000,123.5000000,8100850
SBER,60,20160525,100000,124.4500000,127.5000000,124.4100000,126.9500000,38682630
SBER,60,20160525,110000,126.9400000,127.1900000,126.5500000,127.1700000,13299650
SBER,60,20160525,120000,127.1300000,127.2400000,126.5500000,127.0500000,7192790
SBER,60,20160525,130000,127.0500000,127.3000000,126.6200000,126.9900000,4993620
SBER,60,20160525,140000,126.9500000,127.1600000,126.7200000,127.1100000,4707540
SBER,60,20160525,150000,127.1200000,128.2000000,127.0500000,128.1200000,12111600
SBER,60,20160525,160000,128.1500000,128.5500000,127.2000000,127.2800000,12566800
SBER,60,20160525,170000,127.2700000,127.8800000,126.7800000,127.1500000,10459800
SBER,60,20160525,180000,127.1500000,128.0800000,127.1000000,127.8700000,9961620
SBER,60,20160526,100000,128.5500000,128.9500000,126.9600000,127.5200000,14617830
SBER,60,20160526,110000,127.5300000,127.5300000,126.9000000,127.1300000,5206220
SBER,60,20160526,120000,127.1600000,130.0000000,127.1000000,129.7000000,19596870
